id,lead_code,suggested_action,TARGET,total_due,dpd_bucket,state
44077,LDSMFG_144076,ACTION_DIGITAL,0.05,383272,30-60,Maharashtra
44078,LDSMFG_144077,ACTION_FIELD,0.37,224087,30-60,Maharashtra
44079,LDSMFG_144078,ACTION_BOT,0.35,126563,60-90,UP
44080,LDSMFG_144079,ACTION_FIELD,0.33,222435,90-180,UP
44081,LDSMFG_144080,ACTION_FIELD,0.74,249972,60-90,Delhi
44082,LDSMFG_144081,ACTION_DIGITAL,0.63,63277,90-180,UP
44083,LDSMFG_144082,ACTION_DIGITAL,0.73,312382,30-60,Tamil Nadu
44084,LDSMFG_144083,ACTION_FIELD,0.39,15747,60-90,Delhi
44085,LDSMFG_144084,ACTION_BOT,0.24,166989,30-60,Tamil Nadu
44086,LDSMFG_144085,ACTION_DIGITAL,0.49,35377,180+,Delhi
44087,LDSMFG_144086,ACTION_FIELD,0.73,129026,30-60,Delhi
44088,LDSMFG_144087,ACTION_BOT,0.13,312100,90-180,Delhi
44089,LDSMFG_144088,ACTION_BOT,0.55,111017,30-60,Karnataka
44090,LDSMFG_144089,ACTION_HUMAN_CALL,0.6,103684,60-90,Karnataka
44091,LDSMFG_144090,ACTION_HUMAN_CALL,0.43,290701,90-180,UP
44092,LDSMFG_144091,ACTION_HUMAN_CALL,0.42,180407,60-90,Maharashtra
44093,LDSMFG_144092,ACTION_FIELD,0.41,498157,60-90,UP
44094,LDSMFG_144093,ACTION_HUMAN_CALL,0.61,214087,30-60,Tamil Nadu
44095,LDSMFG_144094,ACTION_FIELD,0.73,94463,60-90,Delhi
44096,LDSMFG_144095,ACTION_DIGITAL,0.59,38292,60-90,Karnataka
44097,LDSMFG_144096,ACTION_HUMAN_CALL,0.14,286635,60-90,Delhi
44098,LDSMFG_144097,ACTION_DIGITAL,0.35,455510,30-60,Delhi
44099,LDSMFG_144098,ACTION_FIELD,0.48,71629,30-60,Maharashtra
44100,LDSMFG_144099,ACTION_BOT,0.13,494760,180+,Karnataka
44101,LDSMFG_144100,ACTION_DIGITAL,0.8,463856,180+,Karnataka
44102,LDSMFG_144101,ACTION_BOT,0.25,285267,180+,Karnataka
44103,LDSMFG_144102,ACTION_HUMAN_CALL,0.82,228544,60-90,Tamil Nadu
44104,LDSMFG_144103,ACTION_HUMAN_CALL,0.22,69618,180+,Tamil Nadu
44105,LDSMFG_144104,ACTION_FIELD,0.32,481812,30-60,Maharashtra
44106,LDSMFG_144105,ACTION_HUMAN_CALL,0.16,29288,60-90,Tamil Nadu
44107,LDSMFG_144106,ACTION_DIGITAL,0.46,113850,30-60,Tamil Nadu
44108,LDSMFG_144107,ACTION_DIGITAL,0.8,94947,60-90,Maharashtra
44109,LDSMFG_144108,ACTION_DIGITAL,0.24,370364,30-60,Maharashtra
44110,LDSMFG_144109,ACTION_HUMAN_CALL,0.13,50091,30-60,Tamil Nadu
44111,LDSMFG_144110,ACTION_BOT,0.6,135180,30-60,Karnataka
44112,LDSMFG_144111,ACTION_DIGITAL,0.66,122622,30-60,Delhi
44113,LDSMFG_144112,ACTION_DIGITAL,0.57,477088,90-180,Karnataka
44114,LDSMFG_144113,ACTION_DIGITAL,0.32,195288,60-90,Delhi
44115,LDSMFG_144114,ACTION_FIELD,0.69,382874,60-90,UP
44116,LDSMFG_144115,ACTION_HUMAN_CALL,0.38,475378,90-180,Delhi
44117,LDSMFG_144116,ACTION_HUMAN_CALL,0.33,194857,60-90,Delhi
44118,LDSMFG_144117,ACTION_HUMAN_CALL,0.57,187069,60-90,Delhi
44119,LDSMFG_144118,ACTION_FIELD,0.73,467253,60-90,Maharashtra
44120,LDSMFG_144119,ACTION_DIGITAL,0.5,448909,30-60,UP
44121,LDSMFG_144120,ACTION_BOT,0.52,349530,60-90,Delhi
44122,LDSMFG_144121,ACTION_BOT,0.39,433928,90-180,Delhi
44123,LDSMFG_144122,ACTION_BOT,0.46,353358,30-60,Tamil Nadu
44124,LDSMFG_144123,ACTION_HUMAN_CALL,0.36,151977,30-60,UP
44125,LDSMFG_144124,ACTION_FIELD,0.61,268735,60-90,Tamil Nadu
44126,LDSMFG_144125,ACTION_DIGITAL,0.86,65159,90-180,Tamil Nadu
44127,LDSMFG_144126,ACTION_BOT,0.73,149594,60-90,Tamil Nadu
44128,LDSMFG_144127,ACTION_HUMAN_CALL,0.34,135656,60-90,Tamil Nadu
44129,LDSMFG_144128,ACTION_BOT,0.24,348833,180+,Tamil Nadu
44130,LDSMFG_144129,ACTION_HUMAN_CALL,0.24,238448,30-60,Karnataka
44131,LDSMFG_144130,ACTION_BOT,0.49,139644,30-60,Karnataka
44132,LDSMFG_144131,ACTION_BOT,0.3,197752,60-90,UP
44133,LDSMFG_144132,ACTION_HUMAN_CALL,0.18,325681,30-60,UP
44134,LDSMFG_144133,ACTION_BOT,0.21,240354,30-60,Tamil Nadu
44135,LDSMFG_144134,ACTION_FIELD,0.28,38061,90-180,Delhi
44136,LDSMFG_144135,ACTION_FIELD,0.75,358177,30-60,Karnataka
44137,LDSMFG_144136,ACTION_BOT,0.11,223850,60-90,Maharashtra
44138,LDSMFG_144137,ACTION_BOT,0.16,465090,30-60,Karnataka
44139,LDSMFG_144138,ACTION_DIGITAL,0.64,458758,30-60,Karnataka
44140,LDSMFG_144139,ACTION_FIELD,0.37,329051,30-60,UP
44141,LDSMFG_144140,ACTION_HUMAN_CALL,0.42,283295,60-90,Delhi
44142,LDSMFG_144141,ACTION_HUMAN_CALL,0.44,97526,60-90,Karnataka
44143,LDSMFG_144142,ACTION_HUMAN_CALL,0.16,479132,30-60,Maharashtra
44144,LDSMFG_144143,ACTION_FIELD,0.67,363715,30-60,Delhi
44145,LDSMFG_144144,ACTION_DIGITAL,0.45,312957,60-90,Tamil Nadu
44146,LDSMFG_144145,ACTION_BOT,0.18,188699,30-60,Tamil Nadu
44147,LDSMFG_144146,ACTION_FIELD,0.38,424333,30-60,Karnataka
44148,LDSMFG_144147,ACTION_DIGITAL,0.51,466250,180+,Karnataka
44149,LDSMFG_144148,ACTION_BOT,0.35,118417,30-60,UP
44150,LDSMFG_144149,ACTION_DIGITAL,0.11,161555,60-90,UP
44151,LDSMFG_144150,ACTION_HUMAN_CALL,0.21,469480,30-60,Karnataka
44152,LDSMFG_144151,ACTION_DIGITAL,0.23,454685,90-180,UP
44153,LDSMFG_144152,ACTION_DIGITAL,0.7,154949,60-90,Karnataka
44154,LDSMFG_144153,ACTION_DIGITAL,0.66,460612,60-90,Delhi
44155,LDSMFG_144154,ACTION_FIELD,0.68,228311,60-90,Karnataka
44156,LDSMFG_144155,ACTION_FIELD,0.43,8088,60-90,Delhi
44157,LDSMFG_144156,ACTION_DIGITAL,0.32,240657,90-180,Karnataka
44158,LDSMFG_144157,ACTION_FIELD,0.69,159251,30-60,UP
44159,LDSMFG_144158,ACTION_BOT,0.35,52954,30-60,Karnataka
44160,LDSMFG_144159,ACTION_HUMAN_CALL,0.14,289155,30-60,Karnataka
44161,LDSMFG_144160,ACTION_DIGITAL,0.41,17839,90-180,Maharashtra
44162,LDSMFG_144161,ACTION_BOT,0.12,254750,30-60,Delhi
44163,LDSMFG_144162,ACTION_FIELD,0.68,188975,60-90,UP
44164,LDSMFG_144163,ACTION_FIELD,0.34,330705,60-90,UP
44165,LDSMFG_144164,ACTION_FIELD,0.43,28625,30-60,Delhi
44166,LDSMFG_144165,ACTION_BOT,0.71,154553,60-90,Tamil Nadu
44167,LDSMFG_144166,ACTION_DIGITAL,0.7,364433,90-180,UP
44168,LDSMFG_144167,ACTION_HUMAN_CALL,0.51,24558,30-60,Maharashtra
44169,LDSMFG_144168,ACTION_DIGITAL,0.46,87307,30-60,Delhi
44170,LDSMFG_144169,ACTION_BOT,0.17,36104,60-90,Maharashtra
44171,LDSMFG_144170,ACTION_DIGITAL,0.55,496818,90-180,Delhi
44172,LDSMFG_144171,ACTION_FIELD,0.7,189658,30-60,UP
44173,LDSMFG_144172,ACTION_DIGITAL,0.28,49420,60-90,UP
44174,LDSMFG_144173,ACTION_BOT,0.37,271205,90-180,Delhi
44175,LDSMFG_144174,ACTION_DIGITAL,0.65,169313,30-60,Delhi
44176,LDSMFG_144175,ACTION_HUMAN_CALL,0.26,67055,90-180,UP
44177,LDSMFG_144176,ACTION_BOT,0.22,217769,30-60,Karnataka
44178,LDSMFG_144177,ACTION_BOT,0.4,337737,30-60,UP
44179,LDSMFG_144178,ACTION_HUMAN_CALL,0.54,180245,30-60,UP
44180,LDSMFG_144179,ACTION_BOT,0.26,403505,60-90,Maharashtra
44181,LDSMFG_144180,ACTION_DIGITAL,0.49,332324,60-90,Tamil Nadu
44182,LDSMFG_144181,ACTION_HUMAN_CALL,0.51,243016,30-60,Maharashtra
44183,LDSMFG_144182,ACTION_BOT,0.62,7221,30-60,UP
44184,LDSMFG_144183,ACTION_FIELD,0.47,461353,60-90,Karnataka
44185,LDSMFG_144184,ACTION_BOT,0.24,310086,30-60,UP
44186,LDSMFG_144185,ACTION_HUMAN_CALL,0.35,288779,60-90,Tamil Nadu
44187,LDSMFG_144186,ACTION_BOT,0.48,188835,60-90,Maharashtra
44188,LDSMFG_144187,ACTION_DIGITAL,0.27,482778,180+,Delhi
44189,LDSMFG_144188,ACTION_BOT,0.42,318216,30-60,UP
44190,LDSMFG_144189,ACTION_BOT,0.67,274219,60-90,Tamil Nadu
44191,LDSMFG_144190,ACTION_HUMAN_CALL,0.21,158450,30-60,Maharashtra
44192,LDSMFG_144191,ACTION_DIGITAL,0.28,40084,30-60,UP
44193,LDSMFG_144192,ACTION_HUMAN_CALL,0.09,186498,60-90,UP
44194,LDSMFG_144193,ACTION_BOT,0.08,346361,30-60,Maharashtra
44195,LDSMFG_144194,ACTION_HUMAN_CALL,0.38,380401,30-60,Karnataka
44196,LDSMFG_144195,ACTION_DIGITAL,0.27,394892,30-60,Tamil Nadu
44197,LDSMFG_144196,ACTION_FIELD,0.34,36584,30-60,Karnataka
44198,LDSMFG_144197,ACTION_HUMAN_CALL,0.25,36245,30-60,Karnataka
44199,LDSMFG_144198,ACTION_HUMAN_CALL,0.54,195031,90-180,Karnataka
44200,LDSMFG_144199,ACTION_BOT,0.43,9983,60-90,Karnataka
44201,LDSMFG_144200,ACTION_BOT,0.5,233857,30-60,Delhi
44202,LDSMFG_144201,ACTION_HUMAN_CALL,0.44,232999,30-60,Tamil Nadu
44203,LDSMFG_144202,ACTION_BOT,0.37,35897,60-90,Karnataka
44204,LDSMFG_144203,ACTION_HUMAN_CALL,0.07,176674,30-60,Delhi
44205,LDSMFG_144204,ACTION_FIELD,0.43,352682,30-60,Tamil Nadu
44206,LDSMFG_144205,ACTION_FIELD,0.46,343178,30-60,UP
44207,LDSMFG_144206,ACTION_DIGITAL,0.4,54411,30-60,Karnataka
44208,LDSMFG_144207,ACTION_HUMAN_CALL,0.26,466958,180+,Maharashtra
44209,LDSMFG_144208,ACTION_FIELD,0.45,250196,60-90,Tamil Nadu
44210,LDSMFG_144209,ACTION_BOT,0.52,83466,60-90,Maharashtra
44211,LDSMFG_144210,ACTION_HUMAN_CALL,0.31,211928,60-90,Tamil Nadu
44212,LDSMFG_144211,ACTION_BOT,0.32,229622,30-60,Tamil Nadu
44213,LDSMFG_144212,ACTION_BOT,0.37,108482,60-90,Maharashtra
44214,LDSMFG_144213,ACTION_FIELD,0.79,495569,60-90,Tamil Nadu
44215,LDSMFG_144214,ACTION_BOT,0.13,174198,60-90,UP
44216,LDSMFG_144215,ACTION_BOT,0.58,359432,30-60,Karnataka
44217,LDSMFG_144216,ACTION_FIELD,0.41,206115,60-90,Tamil Nadu
44218,LDSMFG_144217,ACTION_BOT,0.48,322754,60-90,Delhi
44219,LDSMFG_144218,ACTION_FIELD,0.46,291069,30-60,Tamil Nadu
44220,LDSMFG_144219,ACTION_BOT,0.21,434492,30-60,Delhi
44221,LDSMFG_144220,ACTION_HUMAN_CALL,0.18,159761,60-90,Tamil Nadu
44222,LDSMFG_144221,ACTION_FIELD,0.45,331086,30-60,Tamil Nadu
44223,LDSMFG_144222,ACTION_DIGITAL,0.48,190218,60-90,UP
44224,LDSMFG_144223,ACTION_BOT,0.16,282382,90-180,Karnataka
44225,LDSMFG_144224,ACTION_DIGITAL,0.28,327568,60-90,UP
44226,LDSMFG_144225,ACTION_FIELD,0.38,160879,60-90,UP
44227,LDSMFG_144226,ACTION_FIELD,0.4,241130,30-60,Karnataka
44228,LDSMFG_144227,ACTION_BOT,0.09,210529,60-90,Karnataka
44229,LDSMFG_144228,ACTION_FIELD,0.67,16204,90-180,UP
44230,LDSMFG_144229,ACTION_FIELD,0.4,370964,30-60,Karnataka
44231,LDSMFG_144230,ACTION_HUMAN_CALL,0.67,256628,90-180,Maharashtra
44232,LDSMFG_144231,ACTION_DIGITAL,0.42,463461,60-90,Maharashtra
44233,LDSMFG_144232,ACTION_BOT,0.29,305711,30-60,Karnataka
44234,LDSMFG_144233,ACTION_BOT,0.64,171769,180+,Delhi
44235,LDSMFG_144234,ACTION_BOT,0.39,379333,60-90,Maharashtra
44236,LDSMFG_144235,ACTION_HUMAN_CALL,0.9,488645,90-180,Maharashtra
44237,LDSMFG_144236,ACTION_BOT,0.02,137602,60-90,Karnataka
44238,LDSMFG_144237,ACTION_BOT,0.39,232849,30-60,Karnataka
44239,LDSMFG_144238,ACTION_BOT,0.26,291441,60-90,Tamil Nadu
44240,LDSMFG_144239,ACTION_DIGITAL,0.22,341982,60-90,Maharashtra
44241,LDSMFG_144240,ACTION_BOT,0.24,316050,30-60,Maharashtra
44242,LDSMFG_144241,ACTION_DIGITAL,0.61,202323,60-90,Maharashtra
44243,LDSMFG_144242,ACTION_BOT,0.5,211141,60-90,Karnataka
44244,LDSMFG_144243,ACTION_HUMAN_CALL,0.65,458964,30-60,Delhi
44245,LDSMFG_144244,ACTION_DIGITAL,0.51,45295,90-180,Tamil Nadu
44246,LDSMFG_144245,ACTION_FIELD,0.49,57464,60-90,UP
44247,LDSMFG_144246,ACTION_DIGITAL,0.21,12223,60-90,Maharashtra
44248,LDSMFG_144247,ACTION_DIGITAL,0.57,411637,30-60,UP
44249,LDSMFG_144248,ACTION_HUMAN_CALL,0.51,98232,90-180,Delhi
44250,LDSMFG_144249,ACTION_FIELD,0.44,412282,60-90,UP
44251,LDSMFG_144250,ACTION_BOT,0.34,288720,30-60,Karnataka
44252,LDSMFG_144251,ACTION_FIELD,0.34,257787,90-180,UP
44253,LDSMFG_144252,ACTION_BOT,0.49,87121,60-90,Karnataka
44254,LDSMFG_144253,ACTION_HUMAN_CALL,0.49,138212,30-60,UP
44255,LDSMFG_144254,ACTION_FIELD,0.39,64016,180+,Karnataka
44256,LDSMFG_144255,ACTION_BOT,0.5,112552,90-180,Maharashtra
44257,LDSMFG_144256,ACTION_HUMAN_CALL,0.76,106975,30-60,Maharashtra
44258,LDSMFG_144257,ACTION_DIGITAL,0.62,439594,60-90,Karnataka
44259,LDSMFG_144258,ACTION_HUMAN_CALL,0.54,405586,30-60,UP
44260,LDSMFG_144259,ACTION_FIELD,0.4,449966,30-60,Maharashtra
44261,LDSMFG_144260,ACTION_FIELD,0.67,128505,30-60,Delhi
44262,LDSMFG_144261,ACTION_FIELD,0.46,493268,30-60,UP
44263,LDSMFG_144262,ACTION_DIGITAL,0.96,279166,60-90,Karnataka
44264,LDSMFG_144263,ACTION_HUMAN_CALL,0.07,326366,90-180,Delhi
44265,LDSMFG_144264,ACTION_HUMAN_CALL,0.59,23328,30-60,Karnataka
44266,LDSMFG_144265,ACTION_HUMAN_CALL,0.38,7929,30-60,Karnataka
44267,LDSMFG_144266,ACTION_BOT,0.18,441943,30-60,Tamil Nadu
44268,LDSMFG_144267,ACTION_HUMAN_CALL,0.5,73919,60-90,Tamil Nadu
44269,LDSMFG_144268,ACTION_HUMAN_CALL,0.5,266039,60-90,UP
44270,LDSMFG_144269,ACTION_HUMAN_CALL,0.27,57692,30-60,UP
44271,LDSMFG_144270,ACTION_DIGITAL,0.62,316689,30-60,Maharashtra
44272,LDSMFG_144271,ACTION_DIGITAL,0.28,229040,30-60,Tamil Nadu
44273,LDSMFG_144272,ACTION_FIELD,0.4,81647,60-90,Maharashtra
44274,LDSMFG_144273,ACTION_BOT,0.27,446554,60-90,UP
44275,LDSMFG_144274,ACTION_HUMAN_CALL,0.62,64962,60-90,Delhi
44276,LDSMFG_144275,ACTION_HUMAN_CALL,0.85,102435,90-180,Delhi
44277,LDSMFG_144276,ACTION_FIELD,0.38,28161,60-90,UP
44278,LDSMFG_144277,ACTION_DIGITAL,0.5,407039,60-90,Karnataka
44279,LDSMFG_144278,ACTION_HUMAN_CALL,0.5,491184,60-90,Tamil Nadu
44280,LDSMFG_144279,ACTION_BOT,0.17,38089,30-60,Tamil Nadu
44281,LDSMFG_144280,ACTION_BOT,0.21,327994,180+,Karnataka
44282,LDSMFG_144281,ACTION_FIELD,0.67,288197,30-60,Karnataka
44283,LDSMFG_144282,ACTION_FIELD,0.47,121381,180+,Maharashtra
44284,LDSMFG_144283,ACTION_DIGITAL,0.8,22447,90-180,Karnataka
44285,LDSMFG_144284,ACTION_DIGITAL,0.51,94841,180+,Tamil Nadu
44286,LDSMFG_144285,ACTION_HUMAN_CALL,0.28,8111,30-60,Maharashtra
44287,LDSMFG_144286,ACTION_DIGITAL,0.41,63820,30-60,Karnataka
44288,LDSMFG_144287,ACTION_HUMAN_CALL,0.41,98029,90-180,UP
44289,LDSMFG_144288,ACTION_HUMAN_CALL,0.42,122949,180+,Delhi
44290,LDSMFG_144289,ACTION_HUMAN_CALL,0.36,212593,90-180,Karnataka
44291,LDSMFG_144290,ACTION_BOT,0.26,204694,60-90,Karnataka
44292,LDSMFG_144291,ACTION_FIELD,0.38,378883,90-180,Karnataka
44293,LDSMFG_144292,ACTION_HUMAN_CALL,0.43,320107,30-60,Maharashtra
44294,LDSMFG_144293,ACTION_BOT,0.45,246538,90-180,Delhi
44295,LDSMFG_144294,ACTION_DIGITAL,0.16,450719,30-60,Karnataka
44296,LDSMFG_144295,ACTION_BOT,0.29,94000,30-60,Karnataka
44297,LDSMFG_144296,ACTION_DIGITAL,0.74,440134,60-90,Karnataka
44298,LDSMFG_144297,ACTION_BOT,0.41,369591,90-180,Karnataka
44299,LDSMFG_144298,ACTION_BOT,0.28,207940,60-90,Tamil Nadu
44300,LDSMFG_144299,ACTION_BOT,0.58,240823,30-60,Tamil Nadu
44301,LDSMFG_144300,ACTION_BOT,0.17,178614,30-60,Delhi
44302,LDSMFG_144301,ACTION_HUMAN_CALL,0.55,242239,90-180,Karnataka
44303,LDSMFG_144302,ACTION_DIGITAL,0.57,335856,30-60,Maharashtra
44304,LDSMFG_144303,ACTION_BOT,0.32,400632,90-180,Tamil Nadu
44305,LDSMFG_144304,ACTION_FIELD,0.31,176508,180+,Maharashtra
44306,LDSMFG_144305,ACTION_BOT,0.28,472403,180+,Tamil Nadu
44307,LDSMFG_144306,ACTION_BOT,0.45,408702,30-60,Tamil Nadu
44308,LDSMFG_144307,ACTION_FIELD,0.37,416911,30-60,UP
44309,LDSMFG_144308,ACTION_BOT,0.27,6229,30-60,Maharashtra
44310,LDSMFG_144309,ACTION_FIELD,0.43,465282,60-90,Maharashtra
44311,LDSMFG_144310,ACTION_FIELD,0.33,247193,90-180,Tamil Nadu
44312,LDSMFG_144311,ACTION_FIELD,0.42,440563,30-60,Delhi
44313,LDSMFG_144312,ACTION_DIGITAL,0.84,266882,30-60,Tamil Nadu
44314,LDSMFG_144313,ACTION_HUMAN_CALL,0.36,106101,60-90,Delhi
44315,LDSMFG_144314,ACTION_HUMAN_CALL,0.44,6363,30-60,UP
44316,LDSMFG_144315,ACTION_DIGITAL,0.84,369950,90-180,Karnataka
44317,LDSMFG_144316,ACTION_HUMAN_CALL,0.1,87372,60-90,UP
44318,LDSMFG_144317,ACTION_HUMAN_CALL,0.75,484040,30-60,Delhi
44319,LDSMFG_144318,ACTION_HUMAN_CALL,0.28,223988,30-60,Tamil Nadu
44320,LDSMFG_144319,ACTION_FIELD,0.49,313013,30-60,Maharashtra
44321,LDSMFG_144320,ACTION_FIELD,0.36,54729,90-180,Karnataka
44322,LDSMFG_144321,ACTION_HUMAN_CALL,0.5,287447,60-90,Tamil Nadu
44323,LDSMFG_144322,ACTION_BOT,0.14,339997,30-60,Karnataka
44324,LDSMFG_144323,ACTION_FIELD,0.62,8264,180+,Karnataka
44325,LDSMFG_144324,ACTION_DIGITAL,0.12,416531,30-60,Delhi
44326,LDSMFG_144325,ACTION_BOT,0.4,238618,60-90,UP
44327,LDSMFG_144326,ACTION_HUMAN_CALL,0.86,258941,90-180,Karnataka
44328,LDSMFG_144327,ACTION_FIELD,0.4,345373,180+,UP
44329,LDSMFG_144328,ACTION_DIGITAL,0.38,87102,90-180,Maharashtra
44330,LDSMFG_144329,ACTION_HUMAN_CALL,0.14,327665,60-90,Delhi
44331,LDSMFG_144330,ACTION_BOT,0.62,291955,30-60,Tamil Nadu
44332,LDSMFG_144331,ACTION_BOT,0.47,300549,90-180,UP
44333,LDSMFG_144332,ACTION_DIGITAL,0.23,450373,90-180,Karnataka
44334,LDSMFG_144333,ACTION_DIGITAL,0.6,263226,60-90,Delhi
44335,LDSMFG_144334,ACTION_BOT,0.45,326967,180+,Maharashtra
44336,LDSMFG_144335,ACTION_FIELD,0.44,24856,60-90,Delhi
44337,LDSMFG_144336,ACTION_DIGITAL,0.42,382356,30-60,Tamil Nadu
44338,LDSMFG_144337,ACTION_DIGITAL,0.24,360046,30-60,Tamil Nadu
44339,LDSMFG_144338,ACTION_DIGITAL,0.57,125347,60-90,Tamil Nadu
44340,LDSMFG_144339,ACTION_BOT,0.52,445186,60-90,UP
44341,LDSMFG_144340,ACTION_HUMAN_CALL,0.8,236746,90-180,Karnataka
44342,LDSMFG_144341,ACTION_BOT,0.27,112780,90-180,Karnataka
44343,LDSMFG_144342,ACTION_BOT,0.4,449003,30-60,Tamil Nadu
44344,LDSMFG_144343,ACTION_FIELD,0.44,244291,180+,Tamil Nadu
44345,LDSMFG_144344,ACTION_FIELD,0.41,81174,180+,Karnataka
44346,LDSMFG_144345,ACTION_HUMAN_CALL,0.76,353496,60-90,UP
44347,LDSMFG_144346,ACTION_BOT,0.39,127155,90-180,Tamil Nadu
44348,LDSMFG_144347,ACTION_FIELD,0.44,287742,30-60,Karnataka
44349,LDSMFG_144348,ACTION_DIGITAL,0.79,47541,60-90,Tamil Nadu
44350,LDSMFG_144349,ACTION_BOT,0.6,408868,90-180,Karnataka
44351,LDSMFG_144350,ACTION_FIELD,0.64,415179,30-60,Delhi
44352,LDSMFG_144351,ACTION_HUMAN_CALL,0.13,119047,30-60,UP
44353,LDSMFG_144352,ACTION_BOT,0.4,37223,30-60,Maharashtra
44354,LDSMFG_144353,ACTION_DIGITAL,0.89,36024,90-180,Tamil Nadu
44355,LDSMFG_144354,ACTION_HUMAN_CALL,0.33,127538,60-90,Karnataka
44356,LDSMFG_144355,ACTION_DIGITAL,0.31,8941,30-60,Tamil Nadu
44357,LDSMFG_144356,ACTION_DIGITAL,0.54,341067,180+,Maharashtra
44358,LDSMFG_144357,ACTION_DIGITAL,0.49,341204,180+,Karnataka
44359,LDSMFG_144358,ACTION_FIELD,0.39,368539,30-60,Maharashtra
44360,LDSMFG_144359,ACTION_FIELD,0.65,46617,60-90,Tamil Nadu
44361,LDSMFG_144360,ACTION_HUMAN_CALL,0.34,95815,30-60,Tamil Nadu
44362,LDSMFG_144361,ACTION_FIELD,0.44,321848,90-180,Tamil Nadu
44363,LDSMFG_144362,ACTION_DIGITAL,0.67,31025,180+,Karnataka
44364,LDSMFG_144363,ACTION_DIGITAL,0.38,88172,30-60,Tamil Nadu
44365,LDSMFG_144364,ACTION_HUMAN_CALL,0.12,374163,60-90,Karnataka
44366,LDSMFG_144365,ACTION_BOT,0.09,310368,90-180,UP
44367,LDSMFG_144366,ACTION_HUMAN_CALL,0.67,18277,60-90,Delhi
44368,LDSMFG_144367,ACTION_HUMAN_CALL,0.31,446934,30-60,Delhi
44369,LDSMFG_144368,ACTION_BOT,0.29,498942,30-60,Tamil Nadu
44370,LDSMFG_144369,ACTION_FIELD,0.38,308139,60-90,Maharashtra
44371,LDSMFG_144370,ACTION_DIGITAL,0.25,381859,90-180,Delhi
44372,LDSMFG_144371,ACTION_FIELD,0.75,405755,60-90,Maharashtra
44373,LDSMFG_144372,ACTION_HUMAN_CALL,0.24,299997,30-60,Tamil Nadu
44374,LDSMFG_144373,ACTION_HUMAN_CALL,0.37,162883,60-90,Tamil Nadu
44375,LDSMFG_144374,ACTION_BOT,0.18,359608,180+,UP
44376,LDSMFG_144375,ACTION_BOT,0.72,11909,30-60,Karnataka
44377,LDSMFG_144376,ACTION_FIELD,0.44,98605,30-60,Maharashtra
44378,LDSMFG_144377,ACTION_DIGITAL,0.44,265175,30-60,UP
44379,LDSMFG_144378,ACTION_HUMAN_CALL,0.66,189505,60-90,Delhi
44380,LDSMFG_144379,ACTION_DIGITAL,0.58,313228,60-90,Maharashtra
44381,LDSMFG_144380,ACTION_HUMAN_CALL,0.72,239029,30-60,Maharashtra
44382,LDSMFG_144381,ACTION_HUMAN_CALL,0.32,209641,60-90,UP
44383,LDSMFG_144382,ACTION_DIGITAL,0.49,455032,90-180,Maharashtra
44384,LDSMFG_144383,ACTION_DIGITAL,0.52,146820,60-90,Delhi
44385,LDSMFG_144384,ACTION_BOT,0.5,248301,60-90,Karnataka
44386,LDSMFG_144385,ACTION_DIGITAL,0.17,337746,180+,Maharashtra
44387,LDSMFG_144386,ACTION_DIGITAL,0.22,198537,60-90,Delhi
44388,LDSMFG_144387,ACTION_FIELD,0.47,119200,180+,Maharashtra
44389,LDSMFG_144388,ACTION_DIGITAL,0.52,54408,30-60,UP
44390,LDSMFG_144389,ACTION_DIGITAL,0.57,16998,30-60,Tamil Nadu
44391,LDSMFG_144390,ACTION_DIGITAL,0.34,149836,90-180,Karnataka
44392,LDSMFG_144391,ACTION_BOT,0.35,366895,60-90,Maharashtra
44393,LDSMFG_144392,ACTION_FIELD,0.73,181451,30-60,Maharashtra
44394,LDSMFG_144393,ACTION_BOT,0.55,217466,30-60,UP
44395,LDSMFG_144394,ACTION_FIELD,0.46,195660,90-180,Tamil Nadu
44396,LDSMFG_144395,ACTION_BOT,0.33,386431,60-90,Maharashtra
44397,LDSMFG_144396,ACTION_FIELD,0.75,368791,60-90,Delhi
44398,LDSMFG_144397,ACTION_DIGITAL,0.7,218685,60-90,Karnataka
44399,LDSMFG_144398,ACTION_BOT,0.26,198470,30-60,Delhi
44400,LDSMFG_144399,ACTION_FIELD,0.63,474009,30-60,Karnataka
44401,LDSMFG_144400,ACTION_BOT,0.67,445426,30-60,Karnataka
44402,LDSMFG_144401,ACTION_BOT,0.59,311704,30-60,Maharashtra
44403,LDSMFG_144402,ACTION_FIELD,0.52,115716,180+,UP
44404,LDSMFG_144403,ACTION_FIELD,0.69,128362,60-90,UP
44405,LDSMFG_144404,ACTION_DIGITAL,0.23,74201,30-60,Delhi
44406,LDSMFG_144405,ACTION_HUMAN_CALL,0.51,393099,90-180,Karnataka
44407,LDSMFG_144406,ACTION_HUMAN_CALL,0.37,499194,90-180,UP
44408,LDSMFG_144407,ACTION_HUMAN_CALL,0.81,113894,90-180,Delhi
44409,LDSMFG_144408,ACTION_FIELD,0.31,21734,60-90,Maharashtra
44410,LDSMFG_144409,ACTION_BOT,0.43,472592,30-60,Maharashtra
44411,LDSMFG_144410,ACTION_DIGITAL,0.44,213670,30-60,Karnataka
44412,LDSMFG_144411,ACTION_HUMAN_CALL,0.5,470796,30-60,UP
44413,LDSMFG_144412,ACTION_BOT,0.11,128107,30-60,Karnataka
